start,end,text
3160.72,3164.68, they link the harm directly to the perpetrator as opposed to themselves. What do they tell
3164.68,3169.16, you? They tell you that you're likely to get more victim blaming.
3169.42,3172.8, We already told you that victim blaming is inherent to the way the system works
3172.8,3177.18, in making sure that the onus to prevent any kind of social crimes is on victims.
3177.4,3180.4, They had to de-establish that and make people that told you that it's worse
3180.4,3181.58, because it is normalized.
3181.74,3182.36, We don't think that's that.
3182.6,3188.9," But moreover, what they tell you then is that some people can't access that. And like, I don't know, but like we don't think that like,"
3189.14,3192.42," aside from the fact that there's not basically a whole thing, we think that even in the instance"
3192.42,3195.52," in which some people can't access, we think that it's still important that a lot of people can"
3195.52,3199.58," access it. We told you that it is accessible to people who are on the ground, average people,"
3199.68,3203.56," not just celebrities, right? What you're getting from this is on that comparative, we think that"
3203.56,3205.88, we are likely to protect victims more because they
3205.88,3207.84, reserve the ability to call other
3207.84,3209.7, people out. They sensitize the society
3209.7,3211.92, and they speak from that position of power. That is more
3211.92,3213.78, important than what they give. The third thing was
3213.78,3216.0," on discourse, right? And here they were very extreme."
3216.24,3217.76, They told you that one were likely to just get
3217.76,3219.82, into like a downward spiral of shooting
3219.82,3221.52, jabs at each other. We already did prove that.
3221.7,3223.7," But moreover, they told you that racists are likely to"
3223.7,3225.0," flock, gather, and get worse, right? We told you that racists are likely to flock, gather and get worse."
3225.0,3229.0, We told you that we think they were still able to judge those groups on the basis of how they gather.
3229.0,3234.0," But not by their own analysis. If you keep polarizing people, we can get a better discussion in the middle."
3234.0,3246.58," And on that basis, we think that call out culture is essential not only to minorities, but to making discourse better in terms of the progression of society."
3247.96,3249.42, Sign-up is a piece of work because they try to win this debate
3249.42,3251.92, by jumping between convenient examples
3251.92,3253.36, and convenient characterisations
3253.36,3254.9, in an attempt to deal with our arguments.
3255.04,3255.66," And if that didn't work,"
3255.86,3256.88, they just went on this whole tangent
3256.88,3258.0," of matter dumping at third,"
3258.26,3259.98, leaving us little to no room for a support.
3260.06,3261.44, I'm going to illustrate where this has happened.
3261.76,3262.92, So what am I going to do in my reply speech?
3262.96,3264.06, I'm going to first look at the principle.
3264.36,3265.0, Where does it occur?
3265.26,3266.92," Secondly, what does call-out culture look like?"
3267.0,3268.0," And lastly, what's the comparison?"
3268.3,3270.8, Clearly illustrating why we're the more reasonable type of exhibit.
3271.14,3271.84, Let's look at the principle.
3272.02,3275.0, We told you every perpetrator has a story behind it.
3275.18,3276.42, Every individual has a reason.
3276.7,3278.52, Calling out doesn't address specific nuances.
3278.7,3282.58," And in a world where we might have some proponent of changing individuals,"
3282.8,3284.7, we would rather invest within it.
3284.7,3285.0," Their counter-principle was minorities, which is, we would rather invest within it."
3285.0,3289.0," Their counter-principle was minorities, which is something we also think we took down."
3289.0,3293.0, If we were able to illustrate that minorities are still likely to be victimized in a world
3293.0,3298.0," where call-out culture existed, then call-out culture in name doesn't work in protecting"
3298.0,3302.0," its individual. But if that didn't work, they just moved on to this idea that it's a regret"
3302.0,3307.72, motion. So the regret logic is at some point we created call-out culture therefore we can't push our things so it works right
3307.72,3311.88, regret like our motion our side wasn't perfect maybe to some degree there were
3311.88,3314.88, increases in crime rates maybe to some degree there were increases in hate speech but
3314.88,3317.94, the point which means you started call-out culture stats of rape didn't
3317.94,3321.36, reduce stats of crime didn't reduce stats of hate speech didn't reduce which
3321.36,3324.66, also illustrates that under both circumstances there's a reasonable level
3324.66,3329.58," of harm just retrospectively before call-out culture, we would argue that it was lesser,"
3329.88,3333.72, and that's how we win that discussion. Let's look at what call-out culture looks like. So I'm going
3333.72,3337.04," to break down how they jump, right? So there's an instance where the perpetrator is in the majority,"
3337.36,3341.2," and an instance where the perpetrator is in the minority. If the perpetrator is in the majority,"
3341.48,3348.0, then calling out doesn't really do anything. What is an African-American going to do when he calls out a white person? He's more likely to be discriminated
3348.0,3352.26, in the world of opposition. I don't understand where there's a social capital to fight for him
3352.26,3357.08," as an individual. Similarly, with catcalling and sexism, men are more likely to surround themselves"
3357.08,3362.0," with each other and catcall in groups. And if this is true, and women do have less social capital"
3362.0,3368.06," in society, I don't understand why call culture is likely to manifest in positive outcomes."
3368.2,3370.58," And thirdly, when it comes to politicians and public figures,"
3370.84,3371.9," they might be in the majority,"
3372.2,3375.02," which is especially why when people like Bill Cosby get acquitted,"
3375.28,3376.48, there's heavy victim blaming.
3376.8,3378.6," Individuals always throw out racial slurs,"
3378.82,3380.64, further victimizing those victims.
3380.78,3382.6, We would rather a world where none of this happened.
3382.8,3384.54," We might not provide comfort to the person,"
3384.54,3389.3, but we won't victimize them because the aggressor is from a majority and thus there's more
3389.3,3393.84," victimizing occurring. So in these instances where it's a majority, they try to jump. They try to say,"
3393.92,3397.42," you know, we'll always have the social capital for that one African-American kid. We'll always"
3397.42,3401.52," have the social capital for that woman, but it won't work out in instances where they are a"
3401.52,3407.28, prosecuted minority in society. But let's look at the second instance. What if this perpetrator comes from a minority?
3407.6,3410.1, Let's say someone who's insensitive to mental health issues.
3410.38,3413.48, I would argue a group in society that is particularly smaller.
3413.7,3414.9, What then happens in our world?
3414.96,3416.74," We told you because they are so attacked,"
3417.0,3419.02, they band together and affirm each other
3419.02,3422.74, and then go on a tangent of trying to offend other groups in society.
3422.74,3427.62," And this is more likely in a world where they believe they are the alienated individual, they believe they are the"
3427.62,3432.3," victims in this larger picture. So if they are a minority, I don't understand why"
3432.3,3435.9, they're likely to apologize rather relate to others that they believe that
3435.9,3438.96, they believe that they are victim of political correctness. Then they try to
3438.96,3442.76," say there's a spectrum of calling out. If there is a spectrum, the spectrum that is"
3442.76,3447.46, least emotionally charged is also the least effective one. We don't expect you to go at people with torches. What
3447.46,3451.32, do we expect? We expect things like ad hominem arguments. My argument as a second speaker.
3451.6,3455.22, We expect things like insidious discrimination. We expect things like a herd mentality that
3455.22,3460.16," says you aren't a feminist if you take a jab at that man in this discussion. In this spectrum,"
3460.16,3466.68, it is more likely that it becomes toxic as a result of calling out and in that discussion we argue that it's worse.
3466.68,3472.88," What is he comparing? He compared it was really simple. If this individual is from a majority, we understand to some degree"
3472.88,3478.3, we can't find his influence. But a one-on-one power dynamic is likely to be stronger than a one-to-hundred
3478.6,3483.72," power dynamic. If you have an honest conversation with someone who isn't very malicious, he's likely to win it out."
3483.72,3487.68," But if this person comes from a minority, per se the person who is insensitive"
3487.68,3491.7," about health issues, we are more able to check his privilege, we are more able to"
3491.7,3496.2," check his bias, his intuition when it comes to being insensitive about"
3496.2,3499.94, specific issues. They try to jump between characterizations to prove why this is
3499.94,3503.22," unlikely. Regardless of who this individual is, I think it's reasonable to"
3503.22,3506.3," believe they will check their understanding, check their ideas."
3506.58,3507.24, We will win this debate.
